PeakChr	PeakStart	PeakEnd	variant	CredibleSet	EnhancerID	CellType	PosteriorProb
chr1	230844254	230844533	rs2478543	CAD_Harst2017-rs699	genic|chr1:230844104-230844683	hepatocyte-ENCODE	NA
chr1	230844272	230844472	rs2493133	CAD_Harst2017-rs699	genic|chr1:230844122-230844622	BJAB-Engreitz	NA
chr1	230844272	230844472	rs2478543	CAD_Harst2017-rs699	genic|chr1:230844122-230844622	BJAB-Engreitz	NA
chr1	230844358	230844794	rs2478539	CAD_Harst2017-rs699	genic|chr1:230844208-230844944	MCF10A_treated_with_TAM24hr-Ji2017	NA
chr1	230844362	230844928	rs2478539	CAD_Harst2017-rs699	genic|chr1:230844212-230845078	placenta-Roadmap	NA
chr1	230844364	230844894	rs2478539	CAD_Harst2017-rs699	genic|chr1:230844214-230845044	LoVo	NA
chr1	230844367	230845013	rs2478539	CAD_Harst2017-rs699	genic|chr1:230844217-230845163	MCF-7-ENCODE	NA
chr1	230844378	230845025	rs2478539	CAD_Harst2017-rs699	genic|chr1:230844228-230845175	HeLa-S3-Roadmap	NA
chr1	230844394	230844932	rs2478539	CAD_Harst2017-rs699	genic|chr1:230844244-230845082	small_intestine_fetal-Roadmap	NA
chr1	230844414	230844948	rs2478539	CAD_Harst2017-rs699	genic|chr1:230844264-230845098	placenta-ENCODE	NA
chr1	230844417	230844802	rs2478539	CAD_Harst2017-rs699	genic|chr1:230844267-230844952	HepG2-Roadmap	NA
chr1	230844427	230844805	rs2478539	CAD_Harst2017-rs699	genic|chr1:230844277-230844955	large_intestine_fetal-Roadmap	NA
chr1	230844457	230844975	rs2478539	CAD_Harst2017-rs699	genic|chr1:230844307-230845125	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap	NA
chr1	230844461	230844789	rs2478539	CAD_Harst2017-rs699	genic|chr1:230844311-230844939	Adipocyte-Claussnitzer_d14	NA
chr1	230844465	230844879	rs2478539	CAD_Harst2017-rs699	genic|chr1:230844315-230845029	liver-ENCODE	NA
chr1	230845637	230845837	rs699	CAD_Harst2017-rs699	genic|chr1:230845487-230845987	CD14-positive_monocyte-Novakovic2016	NA
chr1	230845669	230845869	rs699	CAD_Harst2017-rs699	genic|chr1:230845519-230846019	teloHAEC	NA
chr1	230845674	230845874	rs699	CAD_Harst2017-rs699	genic|chr1:230845524-230846024	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016	NA
chr1	230845698	230845898	rs699	CAD_Harst2017-rs699	genic|chr1:230845548-230846048	CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016	NA
chr1	230845765	230845965	rs699	CAD_Harst2017-rs699	genic|chr1:230845615-230846115	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	NA
chr1	230845772	230845972	rs699	CAD_Harst2017-rs699	genic|chr1:230845622-230846122	CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016	NA
chr1	230845775	230845975	rs699	CAD_Harst2017-rs699	genic|chr1:230845625-230846125	small_intestine_fetal-ENCODE	NA
chr1	230845779	230845979	rs699	CAD_Harst2017-rs699	genic|chr1:230845629-230846129	CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016	NA
chr1	230849217	230850436	rs2493134	CAD_Harst2017-rs699	promoter|chr1:230849067-230850586	bipolar_neuron_from_iPSC-ENCODE	NA
chr1	230849217	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849067-230850586	bipolar_neuron_from_iPSC-ENCODE	NA
chr1	230849217	230850436	rs2493134	CAD_Harst2017-rs699	promoter|chr1:230849067-230850586	bipolar_neuron_from_iPSC-ENCODE	NA
chr1	230849217	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849067-230850586	bipolar_neuron_from_iPSC-ENCODE	NA
chr1	230849306	230850436	rs2493134	CAD_Harst2017-rs699	promoter|chr1:230849156-230850586	gastrocnemius_medialis-ENCODE	NA
chr1	230849306	230850436	rs2493134	CAD_Harst2017-rs699	promoter|chr1:230849156-230850586	gastrocnemius_medialis-ENCODE	NA
chr1	230849306	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849156-230850586	gastrocnemius_medialis-ENCODE	NA
chr1	230849306	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849156-230850586	gastrocnemius_medialis-ENCODE	NA
chr1	230849340	230850436	rs2493134	CAD_Harst2017-rs699	promoter|chr1:230849190-230850586	body_of_pancreas-ENCODE	NA
chr1	230849340	230850436	rs2493134	CAD_Harst2017-rs699	promoter|chr1:230849190-230850586	body_of_pancreas-ENCODE	NA
chr1	230849340	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849190-230850586	body_of_pancreas-ENCODE	NA
chr1	230849340	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849190-230850586	body_of_pancreas-ENCODE	NA
chr1	230849437	230850512	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849287-230850662	spinal_cord_fetal-ENCODE	NA
chr1	230849437	230850512	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849287-230850662	spinal_cord_fetal-ENCODE	NA
chr1	230849501	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849351-230850586	transverse_colon-ENCODE	NA
chr1	230849501	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849351-230850586	transverse_colon-ENCODE	NA
chr1	230849561	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849411-230850586	coronary_artery-ENCODE	NA
chr1	230849561	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849411-230850586	coronary_artery-ENCODE	NA
chr1	230849586	230850544	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849436-230850694	stomach_fetal-ENCODE	NA
chr1	230849586	230850544	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849436-230850694	stomach_fetal-ENCODE	NA
chr1	230849604	230849804	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849454-230849954	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	NA
chr1	230849635	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849485-230850586	fibroblast_of_arm-ENCODE	NA
chr1	230849635	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849485-230850586	fibroblast_of_arm-ENCODE	NA
chr1	230849665	230850536	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849515-230850686	muscle_of_leg_fetal-Roadmap	NA
chr1	230849665	230850536	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849515-230850686	muscle_of_leg_fetal-Roadmap	NA
chr1	230849688	230849888	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849538-230850038	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	NA
chr1	230849688	230849888	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849538-230850038	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	NA
chr1	230849694	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849544-230850586	HT29	NA
chr1	230849694	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849544-230850586	HT29	NA
chr1	230849696	230850542	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849546-230850692	adrenal_gland_fetal-ENCODE	NA
chr1	230849696	230850542	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849546-230850692	adrenal_gland_fetal-ENCODE	NA
chr1	230849697	230850462	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849547-230850612	adrenal_gland_fetal-Roadmap	NA
chr1	230849697	230850462	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849547-230850612	adrenal_gland_fetal-Roadmap	NA
chr1	230849699	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849549-230850586	psoas_muscle-Roadmap	NA
chr1	230849699	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849549-230850586	psoas_muscle-Roadmap	NA
chr1	230849700	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849550-230850586	foreskin_fibroblast-Roadmap	NA
chr1	230849700	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849550-230850586	foreskin_fibroblast-Roadmap	NA
chr1	230849704	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849554-230850586	muscle_of_leg_fetal-ENCODE	NA
chr1	230849704	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849554-230850586	muscle_of_leg_fetal-ENCODE	NA
chr1	230849715	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849565-230850586	stomach_fetal-Roadmap	NA
chr1	230849715	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849565-230850586	stomach_fetal-Roadmap	NA
chr1	230849717	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849567-230850586	induced_pluripotent_stem_cell-ENCODE	NA
chr1	230849717	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849567-230850586	induced_pluripotent_stem_cell-ENCODE	NA
chr1	230849735	230850449	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849585-230850599	hepatocyte-ENCODE	NA
chr1	230849735	230850449	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849585-230850599	hepatocyte-ENCODE	NA
chr1	230849786	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849636-230850586	uterus-ENCODE	NA
chr1	230849786	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849636-230850586	uterus-ENCODE	NA
chr1	230849792	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849642-230850586	ovary-Roadmap	NA
chr1	230849792	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849642-230850586	ovary-Roadmap	NA
chr1	230849793	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849643-230850586	TeloHAEC_IL1b	NA
chr1	230849793	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849643-230850586	TeloHAEC_IL1b	NA
chr1	230849793	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849643-230850586	HepG2-Roadmap	NA
chr1	230849793	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849643-230850586	HepG2-Roadmap	NA
chr1	230849795	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849645-230850586	muscle_of_trunk_fetal-Roadmap	NA
chr1	230849795	230850436	rs2148582	CAD_Harst2017-rs699	promoter|chr1:230849645-230850586	muscle_of_trunk_fetal-Roadmap	NA
chr1	230849801	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849651-230850586	osteoblast-ENCODE	NA
chr1	230849808	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849658-230850586	iPS_DF_19.11-ENCODE	NA
chr1	230849817	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849667-230850586	trophoblast_cell-ENCODE	NA
chr1	230849823	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849673-230850586	CD14-positive_monocyte_treated_with_BG_1h-Novakovic2016	NA
chr1	230849830	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849680-230850586	muscle_of_trunk_fetal-ENCODE	NA
chr1	230849834	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849684-230850586	fibroblast_of_dermis-Roadmap	NA
chr1	230849838	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849688-230850586	THP-1_macrophage-VanBortle2017	NA
chr1	230849839	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849689-230850586	fibroblast_of_dermis-ENCODE	NA
chr1	230849842	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849692-230850586	LNCAP	NA
chr1	230849844	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849694-230850586	H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap	NA
chr1	230849850	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849700-230850586	myotube-ENCODE	NA
chr1	230849852	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849702-230850586	epithelial_cell_of_prostate-ENCODE	NA
chr1	230849857	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849707-230850586	THP_pmaLPS_ATAC_72h	NA
chr1	230849858	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849708-230850586	THP_pmaLPS_ATAC_2h	NA
chr1	230849861	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849711-230850586	heart_ventricle-ENCODE	NA
chr1	230849862	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849712-230850586	coronary_artery_smooth_muscle_cell-Miller2016	NA
chr1	230849864	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849714-230850586	THP_pmaLPS_ATAC_1h	NA
chr1	230849864	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849714-230850586	THP_pmaLPS_ATAC_48h	NA
chr1	230849865	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849715-230850586	THP_pmaLPS_ATAC_120h	NA
chr1	230849869	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849719-230850586	THP_pmaLPS_ATAC_0h	NA
chr1	230849871	230850436	rs5051	CAD_Harst2017-rs699	promoter|chr1:230849721-230850586	H1_Derived_Mesenchymal_Stem_Cells-Roadmap	NA
chr1	230851345	230851545	rs2493136	CAD_Harst2017-rs699	intergenic|chr1:230851195-230851695	H7	NA
chr1	230851345	230851545	rs2493135	CAD_Harst2017-rs699	intergenic|chr1:230851195-230851695	H7	NA
chr1	230851346	230851546	rs2493135	CAD_Harst2017-rs699	intergenic|chr1:230851196-230851696	MCF-7-ENCODE	NA
chr1	230851346	230851546	rs2493136	CAD_Harst2017-rs699	intergenic|chr1:230851196-230851696	MCF-7-ENCODE	NA
chr1	230851387	230851587	rs2493135	CAD_Harst2017-rs699	intergenic|chr1:230851237-230851737	HepG2-Roadmap	NA
chr1	230851387	230851587	rs2493136	CAD_Harst2017-rs699	intergenic|chr1:230851237-230851737	HepG2-Roadmap	NA
chr2	19942314	19942514	rs16986953	CAD_Harst2017-rs16986953	intergenic|chr2:19942164-19942664	spinal_cord_fetal-ENCODE	NA
chr2	21265835	21267226	rs1800481	CAD_Harst2017-rs585967	promoter|chr2:21265685-21267376	H9-Roadmap	NA
chr2	21265851	21267314	rs1800481	CAD_Harst2017-rs585967	promoter|chr2:21265701-21267464	induced_pluripotent_stem_cell-ENCODE	NA
chr2	21265893	21267523	rs1800481	CAD_Harst2017-rs585967	promoter|chr2:21265743-21267673	body_of_pancreas-ENCODE	NA
chr2	21266563	21267414	rs1800481	CAD_Harst2017-rs585967	promoter|chr2:21266413-21267564	pancreatic-acinar-cell-AMP	NA
chr2	21266640	21267427	rs1800481	CAD_Harst2017-rs585967	promoter|chr2:21266490-21267577	natural_killer_cell-Corces2016	NA
chr2	21266658	21267256	rs1800481	CAD_Harst2017-rs585967	promoter|chr2:21266508-21267406	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016	NA
chr2	21266686	21267306	rs1800481	CAD_Harst2017-rs585967	promoter|chr2:21266536-21267456	CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016	NA
chr2	21266845	21267809	rs1800481	CAD_Harst2017-rs585967	promoter|chr2:21266695-21267959	TeloHAEC_TNF	NA
chr2	21266845	21267390	rs1800481	CAD_Harst2017-rs585967	promoter|chr2:21266695-21267540	pancreatic-ductal-cell-AMP	NA
chr2	21269928	21270608	rs585967	CAD_Harst2017-rs585967	intergenic|chr2:21269778-21270758	spinal_cord_fetal-ENCODE	NA
chr2	21270044	21270647	rs585967	CAD_Harst2017-rs585967	intergenic|chr2:21269894-21270797	large_intestine_fetal-Roadmap	NA
chr2	21270127	21270854	rs585967	CAD_Harst2017-rs585967	intergenic|chr2:21269977-21271004	TeloHAEC_Ctrl	NA
chr2	21270363	21270563	rs585967	CAD_Harst2017-rs585967	intergenic|chr2:21270213-21270713	TeloHAEC_IL1b	NA
chr2	21270384	21270798	rs585967	CAD_Harst2017-rs585967	intergenic|chr2:21270234-21270948	TeloHAEC_VEGF	NA
chr2	21270424	21270624	rs585967	CAD_Harst2017-rs585967	intergenic|chr2:21270274-21270774	pancreatic-ductal-cell-AMP	NA
chr2	21270480	21270680	rs585967	CAD_Harst2017-rs585967	intergenic|chr2:21270330-21270830	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016	NA
chr2	21285970	21286170	rs515135	CAD_Harst2017-rs585967	intergenic|chr2:21285820-21286320	sigmoid_colon-ENCODE	NA
chr2	44073797	44074496	rs6544713	CAD_Harst2017-rs4299376	genic|chr2:44073647-44074646	liver-ENCODE	NA
chr2	44073797	44074496	rs4245791	CAD_Harst2017-rs4299376	genic|chr2:44073647-44074646	liver-ENCODE	NA
chr2	44073797	44074496	rs4245791	CAD_Harst2017-rs4299376	genic|chr2:44073647-44074646	liver-ENCODE	NA
chr2	44073797	44074496	rs6544713	CAD_Harst2017-rs4299376	genic|chr2:44073647-44074646	liver-ENCODE	NA
chr2	44074271	44074471	rs4245791	CAD_Harst2017-rs4299376	genic|chr2:44074121-44074621	small_intestine_fetal-Roadmap	NA
chr2	44074271	44074471	rs4245791	CAD_Harst2017-rs4299376	genic|chr2:44074121-44074621	small_intestine_fetal-Roadmap	NA
chr2	45895801	45896918	rs582384	CAD_Harst2017-rs582384	genic|chr2:45895651-45897068	TeloHAEC_Ctrl	NA
chr2	45895821	45896451	rs582384	CAD_Harst2017-rs582384	genic|chr2:45895671-45896601	TeloHAEC_VEGF	NA
chr2	45895856	45896531	rs582384	CAD_Harst2017-rs582384	genic|chr2:45895706-45896681	cardiac_muscle_cell-ENCODE	NA
chr2	45895873	45896498	rs582384	CAD_Harst2017-rs582384	genic|chr2:45895723-45896648	TeloHAEC_TNF	NA
chr2	45896011	45896565	rs582384	CAD_Harst2017-rs582384	genic|chr2:45895861-45896715	adrenal_gland-ENCODE	NA
chr2	45896021	45896482	rs582384	CAD_Harst2017-rs582384	genic|chr2:45895871-45896632	K562-Roadmap	NA
chr2	45896033	45896656	rs582384	CAD_Harst2017-rs582384	genic|chr2:45895883-45896806	TeloHAEC_IL1b	NA
chr2	45896034	45896509	rs582384	CAD_Harst2017-rs582384	genic|chr2:45895884-45896659	stomach_fetal-ENCODE	NA
chr2	45896056	45896502	rs582384	CAD_Harst2017-rs582384	genic|chr2:45895906-45896652	fibroblast_of_lung-Roadmap	NA
chr2	45896074	45896526	rs582384	CAD_Harst2017-rs582384	genic|chr2:45895924-45896676	ovary-Roadmap	NA
chr2	45896081	45896690	rs582384	CAD_Harst2017-rs582384	genic|chr2:45895931-45896840	IMR90-ENCODE	NA
chr2	45896125	45896533	rs582384	CAD_Harst2017-rs582384	genic|chr2:45895975-45896683	Adipocyte-Claussnitzer_d14	NA
chr2	45896126	45896467	rs582384	CAD_Harst2017-rs582384	genic|chr2:45895976-45896617	IMR90-Roadmap	NA
chr2	45896150	45896482	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896000-45896632	astrocyte-ENCODE	NA
chr2	45896152	45896462	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896002-45896612	CD34-positive_mobilized-Roadmap	NA
chr2	45896189	45896512	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896039-45896662	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017	NA
chr2	45896197	45896483	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896047-45896633	uterus-ENCODE	NA
chr2	45896200	45896548	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896050-45896698	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017	NA
chr2	45896213	45896525	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896063-45896675	H1_Derived_Mesenchymal_Stem_Cells-Roadmap	NA
chr2	45896247	45896550	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896097-45896700	pancreas-Roadmap	NA
chr2	45896250	45896450	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896100-45896600	stomach-Roadmap	NA
chr2	45896253	45896453	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896103-45896603	Eahy926_TNF	NA
chr2	45896263	45896709	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896113-45896859	Eahy926_VEGF	NA
chr2	45896272	45896591	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896122-45896741	stomach_fetal-Roadmap	NA
chr2	45896279	45896479	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896129-45896629	coronary_artery_smooth_muscle_cell-Miller2016	NA
chr2	45896279	45896479	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896129-45896629	megakaryocyte-erythroid_progenitor-Corces2016	NA
chr2	45896284	45896484	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896134-45896634	coronary_artery-ENCODE	NA
chr2	45896298	45896498	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896148-45896648	Eahy926_IL1b	NA
chr2	45896302	45896502	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896152-45896652	Eahy926_Ctrl	NA
chr2	45896304	45896504	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896154-45896654	astrocyte-Roadmap	NA
chr2	45896306	45896506	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896156-45896656	teloHAEC	NA
chr2	45896312	45896512	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896162-45896662	pancreatic-alpha-cell-AMP	NA
chr2	45896315	45896726	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896165-45896876	endothelial_cell_of_umbilical_vein-Roadmap	NA
chr2	45896318	45896668	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896168-45896818	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	NA
chr2	45896330	45896530	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896180-45896680	adrenal_gland_fetal-Roadmap	NA
chr2	45896332	45896532	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896182-45896682	osteoblast-ENCODE	NA
chr2	45896332	45896532	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896182-45896682	adrenal_gland_fetal-ENCODE	NA
chr2	45896337	45896537	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896187-45896687	large_intestine_fetal-Roadmap	NA
chr2	45896337	45896537	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896187-45896687	Adipocyte-Claussnitzer_d2	NA
chr2	45896341	45896541	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896191-45896691	Adipocyte-Claussnitzer_d0	NA
chr2	45896386	45896586	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896236-45896736	Adipocyte-Claussnitzer_d6	NA
chr2	45896413	45896613	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896263-45896763	muscle_of_leg_fetal-Roadmap	NA
chr2	45896414	45896614	rs582384	CAD_Harst2017-rs582384	genic|chr2:45896264-45896764	H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap	NA
chr2	85761211	85761411	rs6705839	CAD_Harst2017-rs7568458	intergenic|chr2:85761061-85761561	pancreatic-acinar-cell-AMP	NA
chr2	85761294	85761494	rs6705971	CAD_Harst2017-rs7568458	intergenic|chr2:85761144-85761644	erythroblast-Corces2016	NA
chr2	85762568	85762768	rs10179195	CAD_Harst2017-rs7568458	intergenic|chr2:85762418-85762918	body_of_pancreas-ENCODE	NA
chr2	85762631	85762831	rs10179195	CAD_Harst2017-rs7568458	intergenic|chr2:85762481-85762981	HeLa-S3-Roadmap	NA
chr2	85762653	85762853	rs10179195	CAD_Harst2017-rs7568458	intergenic|chr2:85762503-85763003	pancreas-Roadmap	NA
chr2	85762654	85762854	rs10179195	CAD_Harst2017-rs7568458	intergenic|chr2:85762504-85763004	HeLa-S3-ENCODE	NA
