CredibleSet	LeadVariant	TargetGene	variant	chr	position	Coding	codingVariant	CellTypeOftheClosestECPeak	variantInClosestECPeak	RankOfGeneTSSDistanceToECPeakWithVariant	CellTypesWithEPInteractions	MaxABC.Score	MaxABCVariant	MaxABC.Rank	ECCellTypesWithEPInteractions	MaxABC.Score.EC	MacABCECVariant	MaxABC.Rank.ECOnly	lead_SNP_to_TSS_distance	rank_lead_SNP_to_TSS
CAD_Harst2017-rs7528419	rs7528419	CELSR2	rs660240	chr1	109817838	NA	NA	NA	NA	NA	MDA-MB-231	0.076408	TRUE	3	NA	NA	NA	NA	-24552	2
CAD_Harst2017-rs7528419	rs7528419	CELSR2	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	MDA-MB-231	0.076408	TRUE	3	NA	NA	NA	NA	-24552	2
CAD_Harst2017-rs7528419	rs7528419	CLCC1	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.028554	TRUE	12	NA	NA	NA	NA	-311071	19
CAD_Harst2017-rs7528419	rs7528419	CLCC1	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.028554	TRUE	12	NA	NA	NA	NA	-311071	19
CAD_Harst2017-rs7528419	rs7528419	CLCC1	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.028554	TRUE	12	NA	NA	NA	NA	-311071	19
CAD_Harst2017-rs7528419	rs7528419	CYB561D1	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.034038	TRUE	10	NA	NA	NA	NA	219508	14
CAD_Harst2017-rs7528419	rs7528419	CYB561D1	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.034038	TRUE	10	NA	NA	NA	NA	219508	14
CAD_Harst2017-rs7528419	rs7528419	CYB561D1	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.034038	TRUE	10	NA	NA	NA	NA	219508	14
CAD_Harst2017-rs7528419	rs7528419	EPS8L3	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	MDA-MB-231	0.015535	TRUE	24	NA	NA	NA	NA	489452	30
CAD_Harst2017-rs7528419	rs7528419	EPS8L3	rs629301	chr1	109818306	NA	NA	NA	NA	NA	MDA-MB-231	0.015535	TRUE	24	NA	NA	NA	NA	489452	30
CAD_Harst2017-rs7528419	rs7528419	EPS8L3	rs646776	chr1	109818530	NA	NA	NA	NA	NA	MDA-MB-231	0.015535	TRUE	24	NA	NA	NA	NA	489452	30
CAD_Harst2017-rs7528419	rs7528419	EPS8L3	rs660240	chr1	109817838	NA	NA	NA	NA	NA	MDA-MB-231	0.015535	TRUE	24	NA	NA	NA	NA	489452	30
CAD_Harst2017-rs7528419	rs7528419	EPS8L3	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	MDA-MB-231	0.015535	TRUE	24	NA	NA	NA	NA	489452	30
CAD_Harst2017-rs7528419	rs7528419	GNAI3	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.022807	TRUE	16	NA	NA	NA	NA	273993	18
CAD_Harst2017-rs7528419	rs7528419	GNAI3	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.022807	TRUE	16	NA	NA	NA	NA	273993	18
CAD_Harst2017-rs7528419	rs7528419	GNAI3	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.022807	TRUE	16	NA	NA	NA	NA	273993	18
CAD_Harst2017-rs7528419	rs7528419	GPSM2	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.016254	TRUE	23	NA	NA	NA	NA	-397590	24
CAD_Harst2017-rs7528419	rs7528419	GPSM2	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.016254	TRUE	23	NA	NA	NA	NA	-397590	24
CAD_Harst2017-rs7528419	rs7528419	GPSM2	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.016254	TRUE	23	NA	NA	NA	NA	-397590	24
CAD_Harst2017-rs7528419	rs7528419	GSTM1	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.019169	TRUE	21	NA	NA	NA	NA	413225	25
CAD_Harst2017-rs7528419	rs7528419	GSTM1	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.019169	TRUE	21	NA	NA	NA	NA	413225	25
CAD_Harst2017-rs7528419	rs7528419	GSTM1	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.019169	TRUE	21	NA	NA	NA	NA	413225	25
CAD_Harst2017-rs7528419	rs7528419	GSTM2	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.02178	TRUE	18	NA	NA	NA	NA	393451	23
CAD_Harst2017-rs7528419	rs7528419	GSTM2	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.02178	TRUE	18	NA	NA	NA	NA	393451	23
CAD_Harst2017-rs7528419	rs7528419	GSTM2	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.02178	TRUE	18	NA	NA	NA	NA	393451	23
CAD_Harst2017-rs7528419	rs7528419	GSTM3	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.018453	TRUE	22	NA	NA	NA	NA	466468	29
CAD_Harst2017-rs7528419	rs7528419	GSTM3	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.018453	TRUE	22	NA	NA	NA	NA	466468	29
CAD_Harst2017-rs7528419	rs7528419	GSTM3	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.018453	TRUE	22	NA	NA	NA	NA	466468	29
CAD_Harst2017-rs7528419	rs7528419	GSTM4	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.01984	TRUE	19	NA	NA	NA	NA	381505	22
CAD_Harst2017-rs7528419	rs7528419	GSTM4	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.01984	TRUE	19	NA	NA	NA	NA	381505	22
CAD_Harst2017-rs7528419	rs7528419	GSTM4	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.01984	TRUE	19	NA	NA	NA	NA	381505	22
CAD_Harst2017-rs7528419	rs7528419	KIAA1324	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.031074	TRUE	11	NA	NA	NA	NA	-160608	7
CAD_Harst2017-rs7528419	rs7528419	KIAA1324	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.031074	TRUE	11	NA	NA	NA	NA	-160608	7
CAD_Harst2017-rs7528419	rs7528419	KIAA1324	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.031074	TRUE	11	NA	NA	NA	NA	-160608	7
CAD_Harst2017-rs7528419	rs7528419	MYBPHL	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	MDA-MB-231	0.060615	TRUE	4	NA	NA	NA	NA	32471	3
CAD_Harst2017-rs7528419	rs7528419	MYBPHL	rs629301	chr1	109818306	NA	NA	NA	NA	NA	MDA-MB-231	0.060615	TRUE	4	NA	NA	NA	NA	32471	3
CAD_Harst2017-rs7528419	rs7528419	MYBPHL	rs646776	chr1	109818530	NA	NA	NA	NA	NA	MDA-MB-231	0.060615	TRUE	4	NA	NA	NA	NA	32471	3
CAD_Harst2017-rs7528419	rs7528419	MYBPHL	rs660240	chr1	109817838	NA	NA	NA	NA	NA	MDA-MB-231	0.060615	TRUE	4	NA	NA	NA	NA	32471	3
CAD_Harst2017-rs7528419	rs7528419	MYBPHL	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	MDA-MB-231	0.060615	TRUE	4	NA	NA	NA	NA	32471	3
CAD_Harst2017-rs7528419	rs7528419	PSMA5	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.04057	TRUE	6	NA	NA	NA	NA	151878	6
CAD_Harst2017-rs7528419	rs7528419	PSMA5	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.04057	TRUE	6	NA	NA	NA	NA	151878	6
CAD_Harst2017-rs7528419	rs7528419	PSMA5	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.04057	TRUE	6	NA	NA	NA	NA	151878	6
CAD_Harst2017-rs7528419	rs7528419	PSRC1	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	MDA-MB-231	0.102085	TRUE	1	NA	NA	NA	NA	8598	1
CAD_Harst2017-rs7528419	rs7528419	PSRC1	rs629301	chr1	109818306	NA	NA	NA	NA	NA	MDA-MB-231	0.102085	TRUE	1	NA	NA	NA	NA	8598	1
CAD_Harst2017-rs7528419	rs7528419	PSRC1	rs646776	chr1	109818530	NA	NA	NA	NA	NA	MDA-MB-231	0.102085	TRUE	1	NA	NA	NA	NA	8598	1
CAD_Harst2017-rs7528419	rs7528419	PSRC1	rs660240	chr1	109817838	NA	NA	NA	NA	NA	MDA-MB-231	0.102085	TRUE	1	NA	NA	NA	NA	8598	1
CAD_Harst2017-rs7528419	rs7528419	PSRC1	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	MDA-MB-231	0.102085	TRUE	1	NA	NA	NA	NA	8598	1
CAD_Harst2017-rs7528419	rs7528419	SARS	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.041218	TRUE	5	NA	NA	NA	NA	-60678	4
CAD_Harst2017-rs7528419	rs7528419	SARS	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.041218	TRUE	5	NA	NA	NA	NA	-60678	4
CAD_Harst2017-rs7528419	rs7528419	SARS	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.041218	TRUE	5	NA	NA	NA	NA	-60678	4
CAD_Harst2017-rs7528419	rs7528419	SCARNA2	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.025853	TRUE	15	NA	NA	NA	NA	-174378	9
CAD_Harst2017-rs7528419	rs7528419	SCARNA2	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.025853	TRUE	15	NA	NA	NA	NA	-174378	9
CAD_Harst2017-rs7528419	rs7528419	SCARNA2	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.025853	TRUE	15	NA	NA	NA	NA	-174378	9
CAD_Harst2017-rs7528419	rs7528419	SORT1	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.092563	TRUE	2	NA	NA	NA	NA	123375	5
CAD_Harst2017-rs7528419	rs7528419	SORT1	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.092563	TRUE	2	NA	NA	NA	NA	123375	5
CAD_Harst2017-rs7528419	rs7528419	SORT1	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.092563	TRUE	2	NA	NA	NA	NA	123375	5
CAD_Harst2017-rs7528419	rs7528419	SYPL2	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.034088	TRUE	9	NA	NA	NA	NA	191907	11
CAD_Harst2017-rs7528419	rs7528419	SYPL2	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.034088	TRUE	9	NA	NA	NA	NA	191907	11
CAD_Harst2017-rs7528419	rs7528419	SYPL2	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.034088	TRUE	9	NA	NA	NA	NA	191907	11
CAD_Harst2017-rs7528419	rs7528419	TAF13	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.026607	TRUE	14	NA	NA	NA	NA	-198568	12
CAD_Harst2017-rs7528419	rs7528419	TAF13	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.026607	TRUE	14	NA	NA	NA	NA	-198568	12
CAD_Harst2017-rs7528419	rs7528419	TAF13	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.026607	TRUE	14	NA	NA	NA	NA	-198568	12
CAD_Harst2017-rs7528419	rs7528419	TMEM167B	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.021921	TRUE	17	NA	NA	NA	NA	-183830	10
CAD_Harst2017-rs7528419	rs7528419	TMEM167B	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.021921	TRUE	17	NA	NA	NA	NA	-183830	10
CAD_Harst2017-rs7528419	rs7528419	TMEM167B	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.021921	TRUE	17	NA	NA	NA	NA	-183830	10
CAD_Harst2017-rs7528419	rs7528419	WDR47	rs12740374	chr1	109817590	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.026876	TRUE	13	NA	NA	NA	NA	-232342	15
CAD_Harst2017-rs7528419	rs7528419	WDR47	rs660240	chr1	109817838	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.026876	TRUE	13	NA	NA	NA	NA	-232342	15
CAD_Harst2017-rs7528419	rs7528419	WDR47	rs7528419	chr1	109817192	NA	NA	NA	NA	NA	trophoblast_cell-ENCODE	0.026876	TRUE	13	NA	NA	NA	NA	-232342	15
CAD_Harst2017-rs7568458	rs7568458	C2orf68	rs6547621	chr2	85774676	NA	NA	NA	NA	NA	Panc1-ENCODE	0.019224	TRUE	12	NA	NA	NA	NA	51004	8
CAD_Harst2017-rs7568458	rs7568458	CAPG	rs1446668	chr2	85764960	NA	NA	NA	NA	NA	uterus-ENCODE	0.164872	TRUE	4	Eahy926_TNF	0.115755	TRUE	4	-150355	13
CAD_Harst2017-rs7568458	rs7568458	ELMOD3	rs1446668	chr2	85764960	NA	NA	NA	NA	NA	uterus-ENCODE	0.120656	TRUE	6	NA	NA	NA	NA	-206333	15
CAD_Harst2017-rs7568458	rs7568458	GGCX	rs1446668	chr2	85764960	NA	NA	NA	NA	NA	uterus-ENCODE	0.196198	TRUE	3	Eahy926_TNF	0.129931	TRUE	3	482	1
CAD_Harst2017-rs7568458	rs7568458	MAT2A	rs1078004	chr2	85769711	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-22075	3
CAD_Harst2017-rs7568458	rs7568458	MAT2A	rs1446668	chr2	85764960	NA	NA	NA	NA	NA	uterus-ENCODE	0.528956	TRUE	1	Eahy926_TNF	0.392568	TRUE	1	-22075	3
CAD_Harst2017-rs7568458	rs7568458	PARTICL	rs1446668	chr2	85764960	NA	NA	NA	NA	NA	uterus-ENCODE	0.528956	TRUE	1	Eahy926_TNF	0.392568	TRUE	1	-22166	4
CAD_Harst2017-rs7568458	rs7568458	RETSAT	rs1446668	chr2	85764960	NA	NA	NA	NA	NA	uterus-ENCODE	0.120656	TRUE	6	NA	NA	NA	NA	-206354	16
CAD_Harst2017-rs7568458	rs7568458	RNF181	rs1446668	chr2	85764960	NA	NA	NA	NA	NA	bipolar_neuron_from_iPSC-ENCODE	0.10939	TRUE	9	NA	NA	NA	NA	34661	6
CAD_Harst2017-rs7568458	rs7568458	SH2D6	rs1446668	chr2	85764960	NA	NA	NA	NA	NA	uterus-ENCODE	0.232582	TRUE	2	Eahy926_TNF	0.169448	TRUE	2	-142122	12
CAD_Harst2017-rs7568458	rs7568458	TCF7L1	rs6547621	chr2	85774676	NA	NA	NA	NA	NA	Panc1-ENCODE	0.017574	TRUE	13	NA	NA	NA	NA	-427593	19
CAD_Harst2017-rs7568458	rs7568458	TGOLN2	rs1446668	chr2	85764960	NA	NA	NA	NA	NA	uterus-ENCODE	0.119669	TRUE	7	NA	NA	NA	NA	-232756	17
CAD_Harst2017-rs7568458	rs7568458	TMEM150A	rs6547621	chr2	85774676	NA	NA	NA	NA	NA	Panc1-ENCODE	0.02586	TRUE	11	NA	NA	NA	NA	41647	7
CAD_Harst2017-rs7568458	rs7568458	USP39	rs6547621	chr2	85774676	NA	NA	NA	NA	NA	Panc1-ENCODE	0.025888	TRUE	10	NA	NA	NA	NA	55039	9
CAD_Harst2017-rs7568458	rs7568458	VAMP5	rs1446668	chr2	85764960	NA	NA	NA	NA	NA	uterus-ENCODE	0.112249	TRUE	8	NA	NA	NA	NA	23355	5
CAD_Harst2017-rs7568458	rs7568458	VAMP8	rs1446668	chr2	85764960	NA	NA	NA	NA	NA	uterus-ENCODE	0.127577	TRUE	5	NA	NA	NA	NA	16438	2
CAD_Harst2017-rs7617773	rs7617773	CDC25A	rs7374376	chr3	48172687	NA	NA	NA	NA	NA	muscle_of_leg_fetal-Roadmap	0.029544	TRUE	2	NA	NA	NA	NA	36286	1
CAD_Harst2017-rs7617773	rs7617773	DHX30	rs7374376	chr3	48172687	NA	NA	NA	NA	NA	muscle_of_leg_fetal-Roadmap	0.017691	TRUE	4	NA	NA	NA	NA	-349117	15
CAD_Harst2017-rs7617773	rs7617773	MAP4	rs7374376	chr3	48172687	NA	NA	NA	NA	NA	muscle_of_leg_fetal-Roadmap	0.054776	TRUE	1	endothelial_cell_of_umbilical_vein-Roadmap	0.022381	TRUE	1	-62746	2
CAD_Harst2017-rs7617773	rs7617773	ZNF589	rs7374376	chr3	48172687	NA	NA	NA	NA	NA	muscle_of_leg_fetal-Roadmap	0.018334	TRUE	3	NA	NA	NA	NA	89080	4
CAD_Harst2017-rs7623687	rs7623687	AMIGO3	rs73074830	chr3	49577017	NA	NA	NA	NA	NA	spinal_cord_fetal-ENCODE	0.023226	TRUE	9	NA	NA	NA	NA	308672	21
CAD_Harst2017-rs7623687	rs7623687	AMT	rs73088161	chr3	49465162	NA	NA	NA	NA	NA	psoas_muscle-Roadmap	0.029527	TRUE	8	NA	NA	NA	NA	11545	3
CAD_Harst2017-rs7623687	rs7623687	APEH	rs73074830	chr3	49577017	NA	NA	NA	NA	NA	spinal_cord_fetal-ENCODE	0.047965	TRUE	4	NA	NA	NA	NA	262868	15
CAD_Harst2017-rs7623687	rs7623687	BSN	rs73074830	chr3	49577017	NA	NA	NA	NA	NA	adipose_tissue-ENCODE	0.070754	TRUE	3	Eahy926_VEGF	0.017211	TRUE	1	143355	9
CAD_Harst2017-rs7623687	rs7623687	DAG1	rs111599092	chr3	49502779	NA	NA	NA	NA	NA	HeLa-S3-ENCODE	0.078198	TRUE	2	NA	NA	NA	NA	58998	6
CAD_Harst2017-rs7623687	rs7623687	GMPPB	rs73074830	chr3	49577017	NA	NA	NA	NA	NA	spinal_cord_fetal-ENCODE	0.019234	TRUE	10	NA	NA	NA	NA	312841	22
CAD_Harst2017-rs7623687	rs7623687	LAMB2	rs34759087	chr3	49162284	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-277967	17
CAD_Harst2017-rs7623687	rs7623687	MST1	rs73074830	chr3	49577017	NA	NA	NA	NA	NA	H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap	0.032442	TRUE	6	NA	NA	NA	NA	277630	16
CAD_Harst2017-rs7623687	rs7623687	NICN1	rs73088161	chr3	49465162	NA	NA	NA	NA	NA	psoas_muscle-Roadmap	0.029999	TRUE	7	NA	NA	NA	NA	18191	4
CAD_Harst2017-rs7623687	rs7623687	RHOA	rs7623687	chr3	49448566	NA	NA	NA	NA	NA	thymus_fetal-Roadmap	0.254239	TRUE	1	NA	NA	NA	NA	964	1
CAD_Harst2017-rs7623687	rs7623687	RNF123	rs73074830	chr3	49577017	NA	NA	NA	NA	NA	spinal_cord_fetal-ENCODE	0.039406	TRUE	5	NA	NA	NA	NA	278365	18
CAD_Harst2017-rs7623687	rs7623687	TCTA	rs7623687	chr3	49448566	NA	NA	NA	NA	NA	thymus_fetal-Roadmap	0.254239	TRUE	1	NA	NA	NA	NA	1072	2
CAD_Harst2017-rs7623687	rs7623687	TRAIP	rs73074830	chr3	49577017	NA	NA	NA	NA	NA	spinal_cord_fetal-ENCODE	0.016485	TRUE	11	NA	NA	NA	NA	445426	33
CAD_Harst2017-rs76954792	rs76954792	COPRS	rs11658518	chr17	30023645	NA	NA	NA	NA	NA	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap	0.043665	TRUE	1	NA	NA	NA	NA	152812	1
CAD_Harst2017-rs76954792	rs76954792	RAB11FIP4	rs11658518	chr17	30023645	NA	NA	NA	NA	NA	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap	0.030277	TRUE	3	NA	NA	NA	NA	-218496	3
CAD_Harst2017-rs76954792	rs76954792	RHOT1	rs11658518	chr17	30023645	NA	NA	NA	NA	NA	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap	0.02694	TRUE	5	NA	NA	NA	NA	435958	10
CAD_Harst2017-rs76954792	rs76954792	SUZ12	rs11658518	chr17	30023645	NA	NA	NA	NA	NA	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap	0.029477	TRUE	4	NA	NA	NA	NA	230514	4
CAD_Harst2017-rs76954792	rs76954792	UTP6	rs11658518	chr17	30023645	NA	NA	NA	NA	NA	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap	0.031014	TRUE	2	NA	NA	NA	NA	195215	2
CAD_Harst2017-rs7696431	rs7696431	CBR4	rs7696431	chr4	169687725	NA	NA	NA	NA	NA	LoVo	0.024279	TRUE	3	NA	NA	NA	NA	243743	1
CAD_Harst2017-rs7696431	rs7696431	CBR4	rs869396	chr4	169688000	NA	NA	NA	NA	NA	LoVo	0.024279	TRUE	3	NA	NA	NA	NA	243743	1
CAD_Harst2017-rs7696431	rs7696431	DDX60	rs7696431	chr4	169687725	NA	NA	NA	NA	NA	LoVo	0.033323	TRUE	1	NA	NA	NA	NA	-447767	4
CAD_Harst2017-rs7696431	rs7696431	DDX60	rs869396	chr4	169688000	NA	NA	NA	NA	NA	LoVo	0.033323	TRUE	1	NA	NA	NA	NA	-447767	4
CAD_Harst2017-rs7696431	rs7696431	DDX60L	rs7696431	chr4	169687725	NA	NA	NA	NA	NA	LoVo	0.030787	TRUE	2	NA	NA	NA	NA	-286060	3
CAD_Harst2017-rs7696431	rs7696431	DDX60L	rs869396	chr4	169688000	NA	NA	NA	NA	NA	LoVo	0.030787	TRUE	2	NA	NA	NA	NA	-286060	3
CAD_Harst2017-rs7696431	rs7696431	SH3RF1	rs7696431	chr4	169687725	NA	NA	NA	NA	NA	LoVo	0.021604	TRUE	4	NA	NA	NA	NA	504524	5
CAD_Harst2017-rs7696431	rs7696431	SH3RF1	rs869396	chr4	169688000	NA	NA	NA	NA	NA	LoVo	0.021604	TRUE	4	NA	NA	NA	NA	504524	5
CAD_Harst2017-rs77335401	rs77335401	C5orf56	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	myotube-ENCODE	0.041126	TRUE	2	NA	NA	NA	NA	-13361	1
CAD_Harst2017-rs77335401	rs77335401	CCNI2	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016	0.015669	TRUE	12	NA	NA	NA	NA	323311	13
CAD_Harst2017-rs77335401	rs77335401	CSF2	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	H1_Derived_Mesenchymal_Stem_Cells-Roadmap	0.021541	TRUE	5	NA	NA	NA	NA	-350341	14
CAD_Harst2017-rs77335401	rs77335401	IL13	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016	0.015283	TRUE	15	NA	NA	NA	NA	234039	10
CAD_Harst2017-rs77335401	rs77335401	IL4	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	myotube-ENCODE	0.016423	TRUE	11	NA	NA	NA	NA	249852	11
CAD_Harst2017-rs77335401	rs77335401	IRF1	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	myotube-ENCODE	0.046374	TRUE	1	NA	NA	NA	NA	66640	3
CAD_Harst2017-rs77335401	rs77335401	KIF3A	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	myotube-ENCODE	0.019654	TRUE	6	NA	NA	NA	NA	313445	12
CAD_Harst2017-rs77335401	rs77335401	P4HA2	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016	0.015327	TRUE	14	NA	NA	NA	NA	-196269	8
CAD_Harst2017-rs77335401	rs77335401	PDLIM4	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016	0.018583	TRUE	7	NA	NA	NA	NA	-166475	7
CAD_Harst2017-rs77335401	rs77335401	RAD50	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	myotube-ENCODE	0.0251	TRUE	3	NA	NA	NA	NA	132790	6
CAD_Harst2017-rs77335401	rs77335401	SEPT8	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	H1_Derived_Mesenchymal_Stem_Cells-Roadmap	0.017686	TRUE	10	NA	NA	NA	NA	353242	15
CAD_Harst2017-rs77335401	rs77335401	SHROOM1	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	H1_Derived_Mesenchymal_Stem_Cells-Roadmap	0.017782	TRUE	9	NA	NA	NA	NA	402177	18
CAD_Harst2017-rs77335401	rs77335401	SLC22A4	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	myotube-ENCODE	0.015501	TRUE	13	NA	NA	NA	NA	-129681	5
CAD_Harst2017-rs77335401	rs77335401	SLC22A5	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	myotube-ENCODE	0.025021	TRUE	4	NA	NA	NA	NA	-54425	2
CAD_Harst2017-rs77335401	rs77335401	UQCRQ	rs10477741	chr5	131795310	NA	NA	NA	NA	NA	H1_Derived_Mesenchymal_Stem_Cells-Roadmap	0.018561	TRUE	8	NA	NA	NA	NA	442493	21
CAD_Harst2017-rs7947761	rs7947761	ARHGAP42	rs607562	chr11	100624538	NA	NA	NA	NA	NA	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap	0.041325	TRUE	1	NA	NA	NA	NA	-66193	1
CAD_Harst2017-rs7947761	rs7947761	ARHGAP42	rs61892334	chr11	100624376	NA	NA	NA	NA	NA	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap	0.041325	TRUE	1	NA	NA	NA	NA	-66193	1
CAD_Harst2017-rs7947761	rs7947761	ARHGAP42	rs73005729	chr11	100624239	NA	NA	NA	NA	NA	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap	0.041325	TRUE	1	NA	NA	NA	NA	-66193	1
CAD_Harst2017-rs7947761	rs7947761	ARHGAP42	rs7947761	chr11	100624599	NA	NA	NA	NA	NA	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap	0.041325	TRUE	1	NA	NA	NA	NA	-66193	1
CAD_Harst2017-rs7947761	rs7947761	CNTN5	rs607562	chr11	100624538	NA	NA	NA	NA	NA	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap	0.02462	TRUE	3	NA	NA	NA	NA	-1732894	4
